% New table sexy with column(s) composition woman station wheelchair discovery pop suburban midst though soil furthermore coal fifteen gang land become till dining etc writing ear companion secure start symbolic glory hunt route dna distinctive rabbit direction title proposal staff father describe sorry heavy explicit instinct vacuum everywhere ghost skirt debt aides stir lawsuit want elevator cream dance institution selected sixth scientific warmth expectation cute freely knowledge demonstrate elementary external nuclear myth incredible mexican mate created 
Printed 0 matching rows from sexy
Printed 0 matching rows from sexy
Printed 0 matching rows from sexy
Printed 0 matching rows from sexy
% Created bst index for table sexy on column everywhere
% Added 34 rows to sexy from position 0 to 33
Printed 0 matching rows from sexy
Printed 22 matching rows from sexy
Printed 0 matching rows from sexy
% Created bst index for table sexy on column glory
Printed 0 matching rows from sexy
% Added 37 rows to sexy from position 34 to 70
% Deleted 0 rows from sexy
% New table partnership with column(s) honest red blanket vary row fully rose personality sexual crop slightly dock appreciation deputy disability honestly solar fiction confirm chicken proud yesterday marry fraud created
% Added 32 rows to partnership from position 0 to 31
Printed 57 matching rows from sexy
% New table sick with column(s) hers virtually nowhere soldier button recall mrs complaint works familiar distant jewish attach rush cart cow maintain even necessity translation variable neck bullet decline graduate fun doubt flip forum sack confirm percentage birth chop military muslim fishing nobody cross regulator swell without reception subtle after integrate fifteen holy imply board shy pace catch criticism bless gang tool successfully increase disease word if unique artist tribal federal plate mutter scan jaw stroke air suggest because formation organizational casualty sentiment spiritual nice rabbit steer aide hurt convert obvious nothing created
% Added 36 rows to partnership from position 32 to 67
Printed 0 matching rows from partnership
Printed 0 rows from joining sexy to sexy
Printed 71 matching rows from sexy
Printed 71 matching rows from sexy
% Added 35 rows to partnership from position 68 to 102
Printed 103 matching rows from partnership
Printed 0 matching rows from sick
Printed 0 matching rows from sick
Printed 0 matching rows from sexy
Printed 0 rows from joining sexy to sexy
% Added 37 rows to sick from position 0 to 36
Printed 0 matching rows from sick
Printed 0 matching rows from partnership
% Deleted 11 rows from partnership
Printed 0 rows from joining sexy to sexy
Printed 0 matching rows from partnership
% Created bst index for table sick on column neck
% Added 36 rows to sexy from position 71 to 106
% Created bst index for table sexy on column start
% Created hash index for table partnership on column honest
Printed 15 rows from joining sick to partnership
% Table sick deleted
Printed 92 matching rows from partnership
Printed 107 matching rows from sexy
Printed 107 matching rows from sexy
Printed 107 matching rows from sexy
% Added 38 rows to sexy from position 107 to 144
% New table consecutive with column(s) conference unless likelihood later middle technician screening bicycle merchant rise accent original multiple suspect rifle clothing take relieve mom clerk international indian commitment outline trade faint swell contemporary interfere sacrifice surgeon earth witness pioneer honest union alarm court tune haul dose limit finance ethics distinguish fascinating refugee match supplier some desert tale carrier reception colonial weed custom exhibit fresh pleased advise frustrate wound it automatic blade format wash planning concrete mutter puzzle panel recipe only resort down texture peaceful shake each casual signal ship pain ancient fame instructor tongue created
Printed 145 matching rows from sexy
Printed 145 matching rows from sexy
% Created hash index for table partnership on column row
Printed 92 matching rows from partnership
Printed 0 rows from joining consecutive to sexy
Printed 21 matching rows from sexy
Printed 84 matching rows from partnership
Printed 0 matching rows from consecutive
% Deleted 0 rows from consecutive
Printed 0 matching rows from consecutive
Printed 55 rows from joining partnership to sexy
% Deleted 1 rows from sexy
% Added 40 rows to consecutive from position 0 to 39
% Added 34 rows to consecutive from position 40 to 73
% Added 38 rows to consecutive from position 74 to 111
% Added 39 rows to consecutive from position 112 to 150
Printed 151 matching rows from consecutive
% Added 30 rows to sexy from position 144 to 173
Printed 151 matching rows from consecutive
Printed 174 matching rows from sexy
Printed 158 matching rows from sexy
Printed 42 matching rows from partnership
% Added 30 rows to consecutive from position 151 to 180
% hunt suburban midst pop distinctive knowledge describe suburban dance 
165 13.4923 80 true 193.094 106 soon 13.4923 164 
Printed 0 rows from joining virtue to partnership
% for poke invention personality mobile depression dialogue gold couple 
Printed 0 matching rows from storm
% tune court 
182 fixed 
152 slowly 
175 galaxy 
191 smooth 
200 makeup 
179 atop 
189 lighting 
165 confess 
168 diverse 
117 directly 
55 behavior 
30 search 
58 collective 
159 chest 
35 dictate 
47 rhetoric 
25 occasional 
169 wire 
69 traditionally 
140 boast 
110 student 
8 missionary 
14 edge 
175 conflict 
176 carve 
72 library 
103 chin 
135 lemon 
45 marble 
191 deadline 
12 tongue 
47 series 
15 fisherman 
193 cart 
23 coordinator 
192 confidence 
99 provide 
44 clean 
129 institution 
59 capture 
75 chemical 
136 hi 
41 agreement 
116 facilitate 
118 softly 
8 assembly 
81 formerly 
166 whole 
160 metal 
124 next 
186 who 
132 straight 
71 burn 
28 appearance 
38 blank 
29 vehicle 
123 premium 
170 participant 
53 nightmare 
194 category 
173 skull 
75 essentially 
61 landscape 
64 coach 
59 clinical 
49 severe 
33 chair 
145 party 
169 fear 
141 descend 
73 trip 
197 perfectly 
156 cooperate 
185 claim 
72 tap 
23 represent 
91 swing 
115 roof 
92 evil 
47 stream 
146 effort 
33 your 
90 matter 
186 sentiment 
49 assure 
53 tough 
135 always 
125 modify 
151 shrug 
175 artistic 
31 entertainment 
112 serving 
133 festival 
52 learn 
157 feminist 
35 activity 
196 limb 
51 glove 
58 minority 
103 boss 
59 straight 
176 stem 
173 constitution 
105 by 
69 trap 
165 rolling 
150 tiny 
101 dock 
169 gay 
116 assembly 
60 satisfy 
93 rack 
49 strike 
198 truly 
16 instrument 
33 harm 
171 who 
187 dinner 
85 cool 
52 seem 
78 bicycle 
190 at 
115 spokesman 
77 sentence 
18 bush 
85 attractive 
57 coach 
45 among 
138 indigenous 
152 earnings 
135 fan 
147 unique 
118 outer 
190 reflection 
141 editor 
194 prescription 
20 black 
27 deadline 
77 element 
30 standard 
22 possible 
137 species 
187 special 
15 back 
68 pit 
4 brain 
159 precise 
180 texture 
35 infrastructure 
83 scenario 
45 clear 
16 choice 
54 odd 
128 pound 
75 strict 
153 dominate 
4 eventually 
178 cigarette 
176 conscious 
66 charge 
77 required 
164 democratic 
34 necessary 
63 around 
28 echo 
192 emission 
174 spin 
162 jet 
147 shark 
177 quarterback 
181 status 
104 breast 
100 rush 
135 from 
9 gallery 
2 own 
143 elsewhere 
74 virus 
166 flavor 
103 love 
76 theoretical 
144 fatal 
88 anxious 
16 government 
134 avoid 
42 bike 
144 midnight 
23 habit 
50 dress 
32 hit 
95 accurate 
137 homework 
10 manage 
192 reaction 
51 treatment 
192 worth 
75 patience 
179 breathe 
158 later 
16 female 
25 mixed 
82 tiny 
148 text 
11 isolate 
140 special 
72 chance 
131 alarm 
80 boom 
180 hug 
3 intent 
180 rural 
189 someday 
107 cable 
81 bank 
199 trap 
181 lip 
157 tournament 
125 story 
24 pastor 
Printed 219 matching rows from consecutive
% ear scientific start proposal start nuclear secure nuclear demonstrate staff station dance debt elementary become companion fifteen start elevator till companion 
136.129 185.723 114 false 114 false 74.7606 false false 172 false 164 79.0744 55 false 79.5045 120 114 true true 79.5045 
128.791 166.031 114 false 114 true 198.72 true true 55 false 78 147.11 17 true 10.6075 99 114 false true 10.6075 
192.339 180.89 49 false 49 true 178.342 true true 93 true 142 78.0799 63 false 176.166 27 49 true false 176.166 
84.1949 126.927 161 true 161 false 115.474 false false 66 false 5 181.219 158 true 149.751 59 161 true true 149.751 
149.643 62.9459 174 false 174 true 131.951 true true 16 false 125 25.1891 172 false 1.37348 90 174 true true 1.37348 
177.416 175.09 95 false 95 false 198.027 false false 13 false 140 144.856 95 true 62.3868 199 95 false true 62.3868 
5.26558 118.995 186 true 186 true 66.5957 true false 20 true 103 25.0492 160 true 191.76 96 186 true true 191.76 
78.6563 23.9861 99 false 99 true 165.858 true false 148 true 106 194.637 48 true 78.9259 67 99 true true 78.9259 
155.936 74.1863 132 true 132 false 187.095 false true 77 true 78 112.668 118 true 31.4693 44 132 false false 31.4693 
71.7968 16.4477 81 true 81 true 28.7727 true true 88 true 196 186.326 62 false 134.779 75 81 true false 134.779 
189.779 14.0568 104 true 104 false 153.514 false false 142 false 164 123.722 94 true 94.0063 185 104 false false 94.0063 
33.9717 119.379 65 false 65 false 76.759 false true 178 false 94 76.3901 143 true 198.801 74 65 false false 198.801 
143.162 107.848 65 true 65 true 137.594 true false 188 true 45 40.8563 84 false 98.3364 101 65 true true 98.3364 
27.5578 28.2888 34 false 34 false 55.559 false false 154 false 185 44.1791 72 false 118.621 73 34 true true 118.621 
31.3889 152.368 10 true 10 true 69.1862 true true 76 true 97 162.691 51 true 37.4474 161 10 false false 37.4474 
176.696 66.7237 10 true 10 false 103.315 false false 61 true 145 182.262 163 true 85.5795 13 10 false true 85.5795 
107.3 19.9662 29 false 29 true 167.12 true false 12 true 116 93.2706 11 true 167.485 27 29 true true 167.485 
187.06 182.513 184 true 184 false 112.732 false true 64 true 76 40.5036 97 false 115.593 31 184 true true 115.593 
112.825 160.867 102 true 102 false 148.268 false false 6 true 183 7.38587 86 false 75.7356 192 102 false false 75.7356 
121.499 17.0384 161 false 161 false 152.028 false false 147 true 7 79.6172 64 false 20.1279 112 161 true false 20.1279 
190.341 168.164 112 false 112 false 28.5394 false false 2 false 90 9.18277 80 true 164.546 32 112 false false 164.546 
78.3402 113.16 48 true 48 true 73.5287 true true 171 false 96 109.765 181 false 174.945 149 48 false false 174.945 
39.215 119.367 83 false 83 false 45.578 false true 79 true 66 71.4308 196 true 159.515 25 83 false true 159.515 
124.299 128.167 153 true 153 true 124.504 true true 21 false 155 139.448 131 true 192.33 9 153 false true 192.33 
54.2169 81.7547 189 true 189 true 50.8005 true true 24 false 165 174.333 14 true 92.4653 186 189 false true 92.4653 
58.4986 177.175 161 false 161 false 149.311 false false 171 true 175 131.783 35 false 191.432 114 161 false false 191.432 
192.054 102.397 198 false 198 true 198.807 true false 186 false 3 20.2418 50 false 92.1844 105 198 false true 92.1844 
33.8799 131.352 182 false 182 true 146.495 true true 135 false 1 119.371 17 true 129.387 59 182 true true 129.387 
147.234 176.683 34 false 34 false 3.10238 false true 199 false 135 107.895 146 true 154.483 142 34 true true 154.483 
196.151 27.3803 177 true 177 true 24.1405 true false 132 true 123 185.891 91 true 170.066 48 177 true true 170.066 
61.8669 21.6223 161 false 161 false 151.763 false false 102 true 40 188.728 96 false 105.796 10 161 true true 105.796 
129.008 75.1954 15 false 15 false 79.1337 false false 108 false 83 106.206 154 false 182.589 152 15 true false 182.589 
89.3722 182.949 182 true 182 false 16.5534 false true 71 true 141 98.3551 115 false 113.674 92 182 false true 113.674 
28.0761 177.872 18 false 18 true 93.4574 true false 9 true 11 181.412 181 false 68.6118 107 18 false false 68.6118 
28.1733 157.68 88 false 88 true 51.7088 true false 32 false 199 95.7832 43 false 102.934 152 88 true true 102.934 
189.797 135.231 155 false 155 true 47.5267 true false 32 false 32 108.562 173 true 104.438 23 155 true false 104.438 
191.557 187.223 48 true 48 true 24.4867 true true 165 true 106 153.254 122 false 148.886 153 48 false true 148.886 
66.8794 139.567 143 false 143 true 131.269 true true 42 false 55 185.006 181 false 124.982 186 143 false false 124.982 
23.2536 94.4055 105 true 105 false 108.23 false false 2 false 164 36.518 117 false 75.2783 198 105 true true 75.2783 
160.636 62.8143 65 true 65 false 10.84 false false 54 false 77 85.1872 67 true 74.2624 162 65 true false 74.2624 
2.31997 33.2464 183 true 183 true 167.535 true false 93 true 89 80.2658 26 false 50.7726 118 183 false true 50.7726 
13.2515 61.862 19 true 19 false 141.437 false false 89 true 154 179.001 183 false 169.875 36 19 false false 169.875 
77.9331 166.36 88 true 88 false 111.414 false false 75 false 109 147.783 11 false 1.93985 155 88 true true 1.93985 
161.76 74.9815 198 true 198 true 139.574 true true 197 false 143 183.052 82 false 84.248 82 198 false true 84.248 
47.1116 146.857 29 false 29 true 109.288 true true 45 true 26 153.524 77 true 158.141 104 29 false true 158.141 
150.665 34.3315 73 false 73 false 3.30411 false false 166 true 108 62.1119 123 false 69.7152 102 73 false true 69.7152 
193.995 125.351 18 false 18 true 149.635 true false 74 true 175 171.366 177 true 177.336 8 18 false true 177.336 
181.052 171.854 40 false 40 true 8.10417 true false 11 false 167 192.674 195 true 11.3874 92 40 true true 11.3874 
177.355 36.215 33 false 33 false 67.8315 false false 83 false 41 36.5561 112 true 69.0263 26 33 false false 69.0263 
118.198 97.8805 86 false 86 false 33.2814 false false 199 true 114 18.7095 35 false 188.706 106 86 true true 188.706 
85.1753 110.645 88 true 88 false 96.9613 false false 42 false 111 139.712 36 true 98.0531 113 88 true false 98.0531 
37.4864 169.218 83 false 83 true 68.0915 true false 136 true 30 29.6033 135 false 14.349 33 83 false false 14.349 
127.379 14.8738 173 false 173 true 168.581 true true 79 false 10 74.3284 115 false 100.188 180 173 false false 100.188 
162.259 170.461 82 false 82 true 167.801 true true 14 false 55 17.4083 55 true 73.5545 91 82 false false 73.5545 
140.338 93.313 175 true 175 true 108.246 true true 41 false 28 34.6751 193 true 181.702 179 175 true false 181.702 
35.605 196.802 185 true 185 true 160.631 true true 147 false 151 75.4245 191 true 153.829 158 185 false false 153.829 
194.876 118.146 177 false 177 false 93.4262 false true 46 false 176 107.511 44 true 10.7117 194 177 false false 10.7117 
190.425 32.2007 2 false 2 true 132.64 true true 127 true 9 182.47 195 true 128.101 133 2 false false 128.101 
149.922 70.5672 116 false 116 true 69.3221 true false 187 true 58 193.165 126 true 159.834 9 116 true false 159.834 
194.045 39.0015 42 false 42 true 144.408 true true 118 true 65 161.92 98 true 131.626 193 42 true true 131.626 
197.257 197.38 119 true 119 true 78.7411 true false 101 true 37 159.961 145 true 10.5349 183 119 false false 10.5349 
47.8862 97.0837 11 true 11 true 76.4557 true true 165 true 73 78.0286 6 true 97.991 30 11 false false 97.991 
191.337 155.19 28 false 28 true 18.1242 true false 138 false 88 161.768 153 false 115.354 185 28 true true 115.354 
67.9129 110.596 38 false 38 false 179.891 false false 147 true 168 183.288 186 true 194.937 184 38 true false 194.937 
100.703 65.3968 84 false 84 false 150.791 false false 82 true 50 45.1853 22 true 65.9931 90 84 true true 65.9931 
68.2404 103.568 171 true 171 false 29.4922 false true 193 false 68 12.0055 7 true 86.7518 89 171 false true 86.7518 
149.509 94.5334 78 true 78 true 197.839 true false 166 true 9 44.0755 184 false 59.3553 10 78 true true 59.3553 
67.4984 159.618 96 true 96 false 178.024 false true 55 false 182 93.6052 54 false 128.591 124 96 false false 128.591 
187.445 38.8511 84 true 84 false 155.166 false true 96 false 41 192.559 144 true 148.622 28 84 false false 148.622 
181.462 14.1554 151 true 151 false 27.3218 false true 123 true 154 120.29 3 true 78.4391 17 151 false false 78.4391 
90.1609 106.141 163 false 163 false 2.81484 false true 82 true 175 125.8 8 true 81.6037 134 163 false false 81.6037 
50.573 69.5086 34 false 34 true 14.3401 true false 41 false 56 122.43 160 false 41.1175 26 34 false false 41.1175 
25.9898 52.51 38 true 38 true 195.507 true true 9 false 183 68.5356 105 false 152.431 55 38 true true 152.431 
46.7907 140.225 185 true 185 true 180.378 true true 16 false 101 138.277 74 false 87.9455 103 185 true true 87.9455 
93.1367 7.66979 155 true 155 false 73.2296 false false 198 true 23 40.7557 24 false 164.767 141 155 false true 164.767 
167.781 125.88 26 false 26 true 12.1882 true false 14 true 179 199.97 164 false 194.56 119 26 true true 194.56 
77.7315 23.5911 95 true 95 true 34.7187 true true 126 false 51 14.4559 187 true 15.807 29 95 true false 15.807 
54.6952 33.0482 158 true 158 true 130.287 true false 161 false 27 51.5033 29 false 14.8729 64 158 true true 14.8729 
188.398 123.802 100 false 100 true 173.141 true false 5 false 98 10.4313 89 false 113.594 86 100 true false 113.594 
77.4419 155.835 198 false 198 false 155.516 false true 52 false 18 22.9855 73 false 59.1416 174 198 true true 59.1416 
128.189 114.426 97 false 97 true 195.05 true true 82 true 153 4.04636 115 false 84.8278 181 97 false false 84.8278 
187.424 103.445 41 true 41 false 1.90083 false false 138 false 68 105.531 110 true 93.1364 132 41 false false 93.1364 
153.491 92.0994 119 true 119 false 46.4637 false true 96 false 101 146.851 7 true 140.778 180 119 true false 140.778 
74.0584 185.87 111 false 111 false 55.0081 false true 105 false 199 25.2549 144 true 32.0137 36 111 false false 32.0137 
36.1522 136.567 116 true 116 false 6.47127 false false 103 false 156 65.0833 122 true 171.8 155 116 false false 171.8 
151.129 177.229 33 true 33 true 113.895 true false 6 false 86 182.752 172 false 193.394 13 33 true false 193.394 
60.6557 3.74761 161 true 161 true 153.958 true true 189 false 168 189.332 8 false 63.3952 140 161 true true 63.3952 
180.928 117.35 77 false 77 false 56.4693 false false 9 false 176 155.915 108 true 184.148 153 77 true true 184.148 
38.2615 36.5744 54 false 54 true 121.259 true true 156 false 68 77.3363 59 false 100.928 52 54 false true 100.928 
125.617 88.2382 33 true 33 false 156.019 false false 176 true 66 118.523 40 false 197.436 100 33 false true 197.436 
12.0627 78.2229 132 false 132 true 134.612 true true 87 true 7 162.592 182 false 47.2366 94 132 true false 47.2366 
36.7365 38.5007 66 false 66 false 138.14 false false 172 true 84 156.137 195 true 118.842 146 66 true false 118.842 
86.5025 182.087 25 true 25 true 169.045 true false 17 true 150 157.906 78 true 169.727 40 25 false false 169.727 
149.387 189.68 64 true 64 false 109.511 false false 166 false 45 103.472 154 false 158.56 101 64 true false 158.56 
190.855 41.1823 170 true 170 true 160.302 true false 130 false 170 131.416 66 false 150.489 66 170 true true 150.489 
183.769 117.035 10 true 10 true 63.2493 true true 123 true 111 44.3155 59 false 140.409 167 10 false false 140.409 
199.459 102.359 48 false 48 true 99.3642 true false 73 true 106 56.3152 140 false 103.647 57 48 false true 103.647 
123.332 12.0027 118 true 118 false 19.9286 false true 56 false 87 78.3243 185 false 153.974 71 118 false true 153.974 
9.59968 122.065 83 true 83 false 20.1411 false true 113 false 123 107.968 181 false 43.4724 147 83 false false 43.4724 
15.4329 82.7852 144 true 144 false 3.96979 false true 49 false 151 28.2643 94 true 150.452 179 144 true false 150.452 
74.3386 161.053 87 true 87 false 190.481 false true 154 false 1 150.906 89 true 86.1888 146 87 false true 86.1888 
199.452 177.023 181 true 181 false 160.7 false false 187 true 157 35.4376 160 true 78.313 143 181 true true 78.313 
92.9183 127.944 183 true 183 false 136.118 false false 99 true 197 47.5687 9 false 144.134 121 183 false false 144.134 
101.244 91.2724 134 true 134 false 120.192 false true 52 true 2 108.025 40 false 134.568 62 134 false true 134.568 
196.075 21.3204 178 true 178 false 188.968 false true 100 false 107 38.3181 48 true 123.165 79 178 false false 123.165 
99.3718 131.459 131 true 131 true 151.555 true true 141 false 42 112.154 55 true 13.5467 77 131 true false 13.5467 
52.0112 6.26536 136 true 136 true 53.4698 true false 115 false 83 190.293 170 true 175.957 120 136 true false 175.957 
55.6721 126.258 22 false 22 false 79.7879 false false 85 false 109 19.9575 170 false 155.304 71 22 false false 155.304 
72.9005 161.487 14 true 14 true 142.266 true false 22 false 49 58.4942 97 true 112.8 92 14 true true 112.8 
138.296 143.01 65 true 65 false 58.9383 false true 152 true 85 156.144 185 false 101.489 42 65 true true 101.489 
35.4681 107.195 144 true 144 true 193.571 true false 114 false 51 194.502 172 true 150.565 30 144 true false 150.565 
53.3056 165.621 70 false 70 false 48.5041 false false 180 true 46 184.467 176 true 139.819 172 70 false false 139.819 
3.37424 3.83384 57 true 57 true 29.7302 true false 147 false 58 25.6077 140 false 49.8226 38 57 false true 49.8226 
91.6316 49.2787 149 false 149 false 173.659 false true 184 true 169 25.5962 32 false 72.0044 117 149 true true 72.0044 
196.989 177.175 92 true 92 false 14.7102 false true 104 false 61 129.476 153 true 26.3102 5 92 false false 26.3102 
71.5128 140.376 168 true 168 true 104.689 true false 135 true 115 25.7677 31 false 83.5079 137 168 true true 83.5079 
87.7356 51.021 110 true 110 false 52.1486 false true 27 true 143 171.871 122 true 35.9745 27 110 false true 35.9745 
126.953 36.6685 129 true 129 true 55.186 true true 26 true 115 5.83209 92 false 136.532 114 129 true true 136.532 
167.547 152.487 23 false 23 true 62.782 true true 153 false 99 45.9555 146 true 185.214 149 23 false false 185.214 
13.4655 111.733 129 false 129 true 112.401 true false 163 false 83 60.2315 24 true 7.72748 70 129 true true 7.72748 
72.1672 159.914 48 false 48 true 138.026 true true 200 false 45 69.6566 109 false 48.6639 169 48 false false 48.6639 
116.433 133.2 5 true 5 true 36.3619 true false 160 true 90 97.4824 95 false 97.1491 177 5 true true 97.1491 
62.8088 17.1519 80 true 80 true 72.8384 true false 64 false 169 53.2336 12 false 27.5663 9 80 false false 27.5663 
105.121 3.41858 78 true 78 false 82.0573 false true 74 false 67 116.797 44 false 104.603 36 78 false false 104.603 
25.6828 106.072 58 false 58 true 53.9261 true false 90 false 127 55.9568 81 false 162.976 2 58 true true 162.976 
51.5386 110.304 153 false 153 false 54.8816 false false 37 false 150 144.382 51 true 168.086 132 153 true false 168.086 
99.3417 150.862 86 true 86 false 115.962 false false 5 false 1 10.1682 5 true 188.183 43 86 true true 188.183 
83.9271 75.6483 159 false 159 false 64.8303 false false 32 false 156 39.5171 56 true 36.6952 192 159 true false 36.6952 
39.5425 146.538 177 false 177 false 74.2068 false false 51 true 106 54.6223 195 true 77.4426 37 177 true true 77.4426 
133.355 40.4855 128 false 128 true 119.41 true false 98 false 146 2.10519 146 true 113.615 113 128 true false 113.615 
141.401 124.454 73 false 73 true 103.628 true false 135 false 129 9.35847 69 false 74.7126 183 73 true false 74.7126 
53.2228 63.1307 61 true 61 true 75.3235 true false 128 true 1 101.237 48 true 113.933 83 61 true false 113.933 
101.75 169.623 98 true 98 true 53.7586 true false 33 false 138 178.742 63 true 179.717 191 98 true false 179.717 
32.2755 161.361 62 true 62 false 91.722 false true 179 true 60 182.318 61 false 185.032 25 62 false false 185.032 
19.6385 49.1117 23 true 23 true 131.987 true false 101 false 2 2.16107 177 false 57.5963 64 23 true false 57.5963 
160.874 33.8574 130 false 130 true 114.75 true false 65 true 91 112.845 33 true 18.8528 88 130 false false 18.8528 
9.9205 39.0322 74 false 74 false 28.1457 false true 179 true 64 82.7624 141 true 165.24 67 74 true false 165.24 
96.4156 185.309 112 false 112 false 3.33772 false false 172 false 114 169.628 41 true 12.4001 182 112 false true 12.4001 
93.5571 28.9209 24 false 24 false 10.7785 false true 103 true 57 66.5652 119 true 1.56138 76 24 true true 1.56138 
42.5719 199.028 4 true 4 false 145.516 false true 182 false 130 88.8184 85 false 190.475 78 4 false true 190.475 
43.9471 78.2404 44 true 44 true 27.0246 true false 98 true 18 9.27519 62 true 126.87 199 44 false true 126.87 
111.255 172.79 93 true 93 false 98.0964 false false 75 false 59 105.11 39 false 110.651 43 93 false false 110.651 
186.827 73.7393 183 false 183 false 10.5841 false false 81 false 110 192.581 120 true 161.779 166 183 false false 161.779 
174.142 22.5161 95 false 95 true 70.2995 true false 26 true 190 106.274 196 false 3.84376 11 95 false false 3.84376 
172.014 190.152 56 true 56 true 111.667 true true 19 false 16 44.2619 92 true 83.7101 43 56 true false 83.7101 
95.5043 28.5979 25 false 25 false 88.1116 false true 113 false 69 125.871 18 false 163.242 125 25 true false 163.242 
28.548 72.5647 20 true 20 false 2.48535 false true 113 false 124 67.4776 79 true 67.7709 30 20 false false 67.7709 
137.129 49.1472 186 false 186 false 14.2037 false false 175 false 157 125.086 108 false 49.8279 110 186 false true 49.8279 
145.142 102.21 192 true 192 false 58.091 false false 4 true 6 143.192 31 true 125.027 92 192 true true 125.027 
79.9769 170.012 169 true 169 false 49.8395 false false 176 false 17 151.108 106 true 112.338 124 169 false true 112.338 
18.2861 103.074 21 false 21 true 199.48 true true 61 false 77 8.30705 98 false 177.742 18 21 true true 177.742 
192.94 130.968 117 false 117 false 24.3545 false false 134 false 1 189.516 12 true 2.09207 76 117 true false 2.09207 
122.031 149.909 188 true 188 true 108.088 true false 87 false 3 98.995 95 true 184.114 120 188 false true 184.114 
62.6328 91.5775 20 false 20 false 150.401 false true 196 true 91 11.6323 120 false 184.044 8 20 false false 184.044 
57.483 32.6618 94 true 94 false 112.846 false true 94 true 135 65.5558 68 false 46.7635 135 94 true true 46.7635 
77.9383 137.596 3 true 3 false 128.498 false false 82 false 143 72.4816 6 true 2.42636 105 3 false true 2.42636 
54.8606 99.6206 97 true 97 false 16.5736 false false 16 false 44 115.062 197 false 78.8233 15 97 false false 78.8233 
84.8659 15.1305 197 true 197 true 137.354 true false 53 true 160 196.893 94 false 105.507 104 197 false true 105.507 
17.4854 22.8435 189 false 189 true 169.569 true true 149 true 163 90.5893 50 false 138.092 48 189 true true 138.092 
81.3036 11.3195 166 true 166 false 27.7581 false false 61 false 11 27.4529 124 false 111.449 53 166 false false 111.449 
198.513 131.446 15 false 15 false 197.008 false false 90 false 99 159.593 64 false 20.0547 75 15 true false 20.0547 
137.148 142.265 152 true 152 true 118.263 true true 64 false 197 134.507 32 true 170.917 5 152 true true 170.917 
160.803 168.215 33 true 33 true 187.679 true false 44 false 43 104.566 139 true 33.9916 22 33 false true 33.9916 
99.3583 125.263 73 false 73 false 57.7098 false true 125 true 196 71.2397 91 true 88.5418 95 73 true true 88.5418 
18.8012 43.9213 64 false 64 true 164.607 true true 70 true 152 106.091 100 false 49.5981 145 64 true true 49.5981 
105.108 188.497 126 false 126 false 2.74113 false true 43 true 77 176.027 30 true 14.722 154 126 true true 14.722 
24.4407 195.287 45 true 45 true 156.975 true true 101 true 117 32.5278 129 false 29.7591 110 45 true false 29.7591 
5.62056 95.3119 44 true 44 false 117.471 false true 114 false 66 134.964 56 false 110.341 181 44 false true 110.341 
101.414 137.163 27 false 27 false 62.2054 false true 88 false 132 141.587 199 true 117.192 125 27 false true 117.192 
149.793 179.921 136 false 136 false 11.855 false false 8 true 75 26.8955 94 true 118.228 6 136 true true 118.228 
166.326 136.424 151 true 151 false 190.1 false true 91 false 112 48.8585 83 false 170.383 32 151 true false 170.383 
195.892 70.9594 148 true 148 true 101.388 true false 136 true 84 79.9333 85 false 61.7495 18 148 false true 61.7495 
13.9352 81.981 55 true 55 false 40.4627 false true 51 true 170 12.3833 113 true 96.6995 146 55 false true 96.6995 
193.589 48.7411 103 false 103 true 4.26519 true false 26 true 71 89.7312 79 true 141.888 140 103 false false 141.888 
39.2723 163.825 102 true 102 false 42.2874 false true 45 false 105 91.0626 181 true 98.1815 194 102 false true 98.1815 
160.233 182.924 86 true 86 true 131.13 true true 166 false 36 142.871 47 true 163.852 174 86 false false 163.852 
179.877 21.8901 176 true 176 false 162.963 false true 53 false 137 171.691 171 false 174.878 82 176 false true 174.878 
20.0576 29.4486 122 true 122 true 108.493 true false 81 true 51 155.491 57 true 119.593 142 122 true true 119.593 
174.683 27.8217 67 false 67 true 95.6496 true true 35 true 111 140.604 79 true 104.879 45 67 false true 104.879 
108.404 12.7752 29 false 29 false 34.6056 false true 58 false 149 187.158 162 false 138.209 117 29 true true 138.209 
180.528 147.403 75 true 75 true 195.331 true true 23 true 48 87.4143 118 false 54.4629 127 75 true false 54.4629 
149.727 120.484 14 false 14 true 59.0589 true true 18 false 198 16.5344 80 true 199.47 131 14 false false 199.47 
141.156 35.731 98 false 98 false 27.2644 false true 130 false 84 176.584 129 false 70.3591 33 98 true true 70.3591 
7.08632 31.3841 7 false 7 false 131.509 false false 44 true 82 63.3783 57 false 30.1545 130 7 true false 30.1545 
78.384 54.1686 174 true 174 true 186.581 true false 194 true 67 63.277 101 true 189.492 196 174 true true 189.492 
57.9503 39.0743 111 false 111 true 178.272 true true 163 false 11 57.3376 162 false 23.4152 13 111 false true 23.4152 
1.75554 144.567 176 true 176 true 168.366 true true 50 false 91 92.4222 103 false 94.7114 3 176 true true 94.7114 
123.842 64.5086 132 true 132 false 198.438 false false 47 true 157 51.4064 60 true 40.4957 4 132 false true 40.4957 
63.665 29.2279 149 true 149 false 116.101 false true 46 true 50 169.041 19 false 24.7059 101 149 false true 24.7059 
94.7341 119.689 91 true 91 false 18.5344 false false 48 false 59 32.7685 126 false 195.844 155 91 false true 195.844 
